Client ID,Issued on,Paid on,Concept,Sale type,Membership,Subtotal (Excluding taxes),% Taxes,VAT Charged €,Total €,Method of payment
434,10/01/2023,10/11/2023 09:44,Light  10/2023,Memberships,Light,57.85,21.00%,12.15,70,Pay with RedSys POS
466,10/13/2023,10/13/2023 11:08,MORNING FITNESS XL 10/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Card payment
467,10/16/2023,10/16/2023 14:38,Morning Fitness 10/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Card payment
468,10/17/2023,10/17/2023 14:34,Morning Fitness 10/2023,Memberships,Morning Fitness,25.99,21.00%,5.46,31.45,Card payment
469,10/17/2023,10/17/2023 18:40,Fitness 10/2023,Memberships,Fitness,45.99,21.00%,9.66,55.65,Card payment
470,10/17/2023,10/17/2023 21:25,Vitamin 10/2023,Memberships,Vitamin,33.99,21.00%,7.14,41.13,Card payment
471,10/17/2023,10/17/2023 21:27,Vitamin 10/2023,Memberships,Vitamin,33.99,21.00%,7.14,41.13,Card payment
,09/01/2023,10/18/2023,Morning Fitness 09/2023 (FCSE,,,,,,,
293,08/01/2023,10/18/2023,Morning Fitness 08/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
,10/01/2023,10/18/2023,Morning Fitness 10/2023 (FCSE,,,,,,,
474,10/18/2023,10/18/2023 15:06,Open Box 10/2023,Memberships,Open Box,31.73,21.00%,6.66,38.39,Card payment
475,10/20/2023,10/19/2023 09:55,MORNING FITNESS XL 10/2023,Memberships,MORNING FITNESS XL,27.19,21.00%,5.71,32.9,Card payment
476,10/20/2023,10/20/2023 09:06,Bonus,Memberships,Bonus,90.91,21.00%,19.09,110,Card payment
346,10/20/2023,10/20/2023,Vitamin 10/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
302,10/21/2023,10/21/2023,Vitamin 10/2023,Memberships,Vitamin,24.93,21.00%,5.23,30.16,Direct debit
478,10/22/2023,10/22/2023 11:34,Vitamin 10/2023,Memberships,Vitamin,22.66,21.00%,4.76,27.42,Card payment
472,10/18/2023,10/23/2023,Morning Fitness 10/2023,Memberships,Morning Fitness,24.26,21.00%,5.09,29.35,Direct debit
477,10/23/2023,10/23/2023 18:50,Vitamin 10/2023,Memberships,Vitamin,20.4,21.00%,4.28,24.68,Card payment
471,10/23/2023,10/23/2023 19:01,Full Open 10/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Card payment
471,10/23/2023,10/23/2023 19:03,Vitamin 10/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
473,10/18/2023,10/23/2023 19:15,Morning Fitness 10/2023,Memberships,Morning Fitness,24.26,21.00%,5.09,29.35,Card payment
421,10/24/2023,10/24/2023 14:36,fitness,Memberships,Fitness,95.04,21.00%,19.96,115,Cash payment
58,10/01/2023,10/24/2023 17:45,Fitness 10/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Card payment
481,10/24/2023,10/24/2023 21:28,Vitamin 10/2023,Memberships,Vitamin,18.13,21.00%,3.81,21.94,Card payment
450,09/26/2023,10/25/2023,Vitamin 9/2023 - 10/2023,Memberships,Vitamin,140.5,21.00%,29.5,170,Direct debit
229,10/28/2023,10/28/2023 10:41,Bonus,Memberships,Bonus,49.59,21.00%,10.41,60,Card payment
483,11/01/2023,10/30/2023 17:30,Vitamin 11/2023 - 11/2023 (Familiares directos (+3)),Memberships,Vitamin,63.22,21.00%,13.28,76.5,Card payment
440,10/01/2023,10/31/2023 04:56,Vitamin  10/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Pay with RedSys POS
433,10/31/2023,10/31/2023 08:02,MORNING FITNESS XL 10/2023 - 11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Card payment
453,10/31/2023,10/31/2023 09:04,Fitness 10/2023 - 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Card payment
475,10/31/2023,10/31/2023 10:00,MORNING FITNESS XL 10/2023 - 11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Card payment
408,10/31/2023,10/31/2023 10:04,Vitamin 10/2023 - 11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
393,11/01/2023,11/01/2023 10:22,Fitness 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Pay with RedSys POS
154,11/01/2023,11/01/2023,Vitamin | Descuento Trimestral 01/11/2023,Memberships,Vitamin  Descuento Trimestral,182.98,21.00%,38.42,221.4,Direct debit
316,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
302,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
201,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
213,11/01/2023,11/01/2023,Healthy 11/2023 (Familiares directos (+3)),Memberships,Healthy,70.66,21.00%,14.84,85.5,Direct debit
184,11/01/2023,11/01/2023,Open Box  11/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
167,11/01/2023,11/01/2023,Light  11/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
474,11/01/2023,11/01/2023,Open Box  11/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
175,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
481,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
105,11/01/2023,11/01/2023,Full Open  11/2023 (PARTNER ),Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
347,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
479,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
,11/01/2023,11/01/2023,Vitamin  11/2023 (FCSE,,,,,,,
362,11/01/2023,11/01/2023,Fitness 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
340,11/01/2023,11/01/2023,Fitness 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
305,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
163,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
304,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
370,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
441,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
65,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
293,11/01/2023,11/01/2023,Morning Fitness 11/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
352,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
238,11/01/2023,11/01/2023,Full Open  11/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
101,11/01/2023,11/01/2023,Healthy 11/2023 (Familiares directos),Memberships,Healthy,70.66,21.00%,14.84,85.5,Direct debit
366,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
447,11/01/2023,11/01/2023,Morning Fitness 11/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
319,11/01/2023,11/01/2023,Morning Fitness 11/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
410,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
423,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
312,11/01/2023,11/01/2023,Light  11/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
91,11/01/2023,11/01/2023,Full Open  11/2023 (PARTNER ),Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
254,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
325,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
480,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
53,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
115,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
307,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
400,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
320,11/01/2023,11/01/2023,Light  11/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
438,11/01/2023,11/01/2023,Healthy 11/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
339,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
159,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
407,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
246,11/01/2023,11/01/2023,Healthy 11/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
89,11/01/2023,11/01/2023,Healthy 11/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
131,11/01/2023,11/01/2023,Healthy 11/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
50,11/01/2023,11/01/2023,Full Open  11/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
426,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
250,11/01/2023,11/01/2023,Morning Fitness 11/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
345,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
284,11/01/2023,11/01/2023,Morning Fitness 11/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
303,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
359,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
149,11/01/2023,11/01/2023,Healthy 11/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
403,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
333,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
275,11/01/2023,11/01/2023,Healthy 11/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
,11/01/2023,11/01/2023,Vitamin  11/2023 (FCSE,,,,,,,
195,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
424,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
351,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
321,11/01/2023,11/01/2023,Healthy 11/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
263,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
452,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
412,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
190,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
193,11/01/2023,11/01/2023,Open Box  11/2023,Memberships,Open Box,70.25,21.00%,14.75,85,Direct debit
151,11/01/2023,11/01/2023,Healthy 11/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
381,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
353,11/01/2023,11/01/2023,Light  11/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
450,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
95,11/01/2023,11/01/2023,Light  11/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
147,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
211,11/01/2023,11/01/2023,Morning Fitness 11/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
287,11/01/2023,11/01/2023,Light  11/2023,Memberships,Light,57.85,21.00%,12.15,70,Direct debit
113,11/01/2023,11/01/2023,Open Box  11/2023,Memberships,Open Box,65.29,21.00%,13.71,79,Direct debit
253,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
346,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
416,11/01/2023,11/01/2023,Fitness 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
390,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
356,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
269,11/01/2023,11/01/2023,Morning Fitness 11/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
478,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
276,11/01/2023,11/01/2023,Morning Fitness 11/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
249,11/01/2023,11/01/2023,Morning Fitness 11/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
435,11/01/2023,11/01/2023,Full Open 11/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
271,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
230,11/01/2023,11/01/2023,Healthy 11/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
37,11/01/2023,11/01/2023,Full Open  11/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
301,11/01/2023,11/01/2023,Healthy 11/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
164,11/01/2023,11/01/2023,Full Open  11/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Direct debit
63,11/01/2023,11/01/2023,Vitamin 11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
256,11/01/2023,11/01/2023,Morning Fitness 11/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
429,11/01/2023,11/01/2023,Vitamin 11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
106,11/01/2023,11/01/2023,Full Open  11/2023 (PARTNER ),Memberships,Full Open,77.73,21.00%,16.32,94.05,Direct debit
234,11/01/2023,11/01/2023,Morning Fitness 11/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
257,11/01/2023,11/01/2023,Vitamin 11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
444,11/01/2023,11/01/2023,Fitness 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
391,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
314,11/01/2023,11/01/2023,Vitamin 11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
240,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
117,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
205,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
88,11/01/2023,11/01/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
85,11/01/2023,11/01/2023,Open Box  11/2023 (Familiares directos (+3)),Memberships,Open Box,63.22,21.00%,13.28,76.5,Direct debit
64,11/01/2023,11/01/2023,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
482,11/01/2023,11/01/2023 16:43,MORNING FITNESS XL 11/2023 - 11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Bank transfer
440,11/01/2023,11/01/2023 16:45,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
86,11/01/2023,11/01/2023 16:45,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
58,11/01/2023,11/01/2023 17:05,Fitness 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Cash payment
477,11/01/2023,11/01/2023 19:46,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Pay with RedSys POS
192,11/01/2023,11/01/2023 21:33,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Pay with RedSys POS
183,11/01/2023,11/01/2023,Vitamin 11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
148,11/01/2023,11/01/2023 22:39,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
179,11/01/2023,11/01/2023 22:40,Light  11/2023,Memberships,Light,57.85,21.00%,12.15,70,Card payment
80,11/01/2023,11/01/2023 22:40,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
455,11/01/2023,11/01/2023 22:40,Fitness 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Card payment
241,11/01/2023,11/01/2023 22:41,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
174,11/01/2023,11/01/2023 22:41,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
9,11/01/2023,11/01/2023 22:41,Fitness 11/2023 (Familiares directos),Memberships,Fitness,85.54,21.00%,17.96,103.5,Bank transfer
77,11/01/2023,11/01/2023 22:41,Healthy 11/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Card payment
181,11/01/2023,11/01/2023 22:41,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
72,11/01/2023,11/01/2023 22:42,Full Open  11/2023,Memberships,Full Open,81.82,21.00%,17.18,99,Card payment
168,11/01/2023,11/01/2023 22:42,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
311,11/01/2023,11/01/2023 22:42,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Card payment
258,11/01/2023,11/01/2023 22:43,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Card payment
186,11/01/2023,11/01/2023 22:43,Light  11/2023,Memberships,Light,57.85,21.00%,12.15,70,Card payment
118,11/01/2023,11/01/2023 22:43,Healthy 11/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Card payment
328,11/01/2023,11/01/2023 22:44,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Card payment
47,11/01/2023,11/01/2023 22:44,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
366,11/01/2023,11/02/2023,Fitness 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
480,10/24/2023,11/02/2023 16:11,Vitamin 10/2023,Memberships,Vitamin,18.13,21.00%,3.81,21.94,Cash payment
373,11/01/2023,11/02/2023 19:29,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Pay with RedSys POS
471,11/01/2023,11/02/2023 19:45,Healthy 11/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Cash payment
404,11/01/2023,11/02/2023,Healthy 11/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Direct debit
415,11/01/2023,11/02/2023 23:34,Healthy 11/2023,Memberships,Healthy,78.51,21.00%,16.49,95,Card payment
465,11/01/2023,11/05/2023 14:05,Vitamin  11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
326,11/01/2023,11/05/2023 14:27,Fitness 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Card payment
457,11/01/2023,11/05/2023 17:15,Fitness 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Pay with RedSys POS
344,11/01/2023,11/05/2023 17:38,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Pay with RedSys POS
327,11/01/2023,11/05/2023,Fitness 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
443,11/01/2023,11/05/2023,Vitamin 11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Direct debit
266,11/01/2023,11/05/2023,Fitness 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
173,11/02/2023,11/05/2023,Full Fitness 11/2023,Memberships,Full Fitness,107.44,21.00%,22.56,130,Direct debit
277,11/01/2023,11/05/2023,Fitness 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
365,11/01/2023,11/06/2023 00:01,Morning Fitness 11/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Pay with RedSys POS
427,11/01/2023,11/06/2023 10:41,Vitamin 11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
422,11/01/2023,11/06/2023 10:44,Light  11/2023,Memberships,Light,57.85,21.00%,12.15,70,Card payment
208,11/01/2023,11/06/2023 12:19,Light  11/2023,Memberships,Light,57.85,21.00%,12.15,70,Pay with RedSys POS
468,11/01/2023,11/06/2023 13:30,Morning Fitness 11/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Pay with RedSys POS
144,10/01/2023,11/07/2023,MORNING FITNESS XL  10/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
144,11/01/2023,11/07/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
327,11/01/2023,11/07/2023 09:30,Vitamin 11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
350,11/01/2023,11/07/2023 10:05,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Card payment
252,11/07/2023,11/07/2023,Fitness 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
487,11/07/2023,11/07/2023 14:21,Vitamin 11/2023,Memberships,Vitamin,70.25,21.00%,14.75,85,Card payment
,11/01/2023,11/07/2023 21:04,Morning Fitness 11/2023 (FCSE,,,,,,,
207,11/01/2023,11/08/2023 23:34,Light  11/2023,Memberships,Light,57.85,21.00%,12.15,70,Pay with RedSys POS
488,11/09/2023,11/09/2023 10:03,Morning Fitness 11/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Card payment
289,11/01/2023,11/11/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
401,11/01/2023,11/11/2023,Fitness 11/2023,Memberships,Fitness,95.04,21.00%,19.96,115,Direct debit
355,11/01/2023,11/11/2023,Morning Fitness 11/2023,Memberships,Morning Fitness,53.72,21.00%,11.28,65,Direct debit
348,11/01/2023,11/11/2023,MORNING FITNESS XL  11/2023,Memberships,MORNING FITNESS XL,70.25,21.00%,14.75,85,Direct debit
